,"('delta',)","('lambda',)",delta_pred,lambda_pred
774,0.467,0.367,0.473,0.309
775,0.467,0.5,0.503,0.27
776,0.533,0.5,0.503,0.27
777,0.6,0.367,0.467,0.365
778,0.467,0.1,0.503,0.27
779,0.533,0.1,0.534,0.231
780,0.6,0.233,0.473,0.309
781,0.4,0.367,0.503,0.27
782,0.6,0.1,0.473,0.309
783,0.4,0.233,0.473,0.309
784,0.6,0.367,0.534,0.231
785,0.6,0.233,0.534,0.231
786,0.467,0.367,0.56,0.2
787,0.4,0.233,0.467,0.357
788,0.467,0.233,0.473,0.309
789,0.6,0.1,0.473,0.309
790,0.4,0.5,0.467,0.365
791,0.467,0.5,0.467,0.365
792,0.467,0.1,0.503,0.27
793,0.6,0.233,0.473,0.309
794,0.4,0.367,0.473,0.309
795,0.533,0.1,0.473,0.309
796,0.533,0.367,0.503,0.27
797,0.533,0.1,0.473,0.309
798,0.467,0.5,0.503,0.27
799,0.4,0.367,0.467,0.365
800,0.6,0.1,0.473,0.309
801,0.6,0.233,0.534,0.231
802,0.467,0.5,0.473,0.309
803,0.6,0.367,0.534,0.231
804,0.4,0.5,0.473,0.309
805,0.533,0.5,0.467,0.365
806,0.533,0.367,0.467,0.365
807,0.4,0.1,0.503,0.27
808,0.6,0.367,0.467,0.365
809,0.6,0.367,0.473,0.309
810,0.4,0.233,0.473,0.309
811,0.4,0.233,0.467,0.357
812,0.533,0.5,0.467,0.365
813,0.533,0.233,0.467,0.365
814,0.6,0.233,0.503,0.27
815,0.6,0.233,0.503,0.27
816,0.533,0.1,0.467,0.357
817,0.467,0.1,0.503,0.27
818,0.6,0.367,0.503,0.27
819,0.467,0.1,0.473,0.309
820,0.467,0.233,0.534,0.231
821,0.533,0.1,0.473,0.309
822,0.6,0.367,0.473,0.309
823,0.6,0.1,0.503,0.27
824,0.467,0.5,0.467,0.365
825,0.4,0.233,0.473,0.309
826,0.4,0.5,0.473,0.309
827,0.467,0.367,0.473,0.309
828,0.467,0.1,0.467,0.357
829,0.6,0.1,0.473,0.309
830,0.533,0.233,0.473,0.309
831,0.4,0.233,0.473,0.309
832,0.467,0.233,0.534,0.231
833,0.6,0.367,0.534,0.231
834,0.467,0.233,0.503,0.27
835,0.6,0.5,0.473,0.309
836,0.6,0.5,0.534,0.231
837,0.4,0.1,0.473,0.309
838,0.533,0.1,0.534,0.231
839,0.467,0.233,0.534,0.231
840,0.4,0.233,0.503,0.27
841,0.533,0.1,0.503,0.27
842,0.6,0.1,0.473,0.309
843,0.6,0.5,0.473,0.309
844,0.6,0.233,0.473,0.309
845,0.467,0.367,0.473,0.309
846,0.6,0.5,0.503,0.27
847,0.4,0.233,0.503,0.27
848,0.6,0.5,0.473,0.309
849,0.533,0.1,0.503,0.27
850,0.467,0.367,0.503,0.27
851,0.533,0.1,0.503,0.27
852,0.533,0.233,0.503,0.27
853,0.6,0.233,0.467,0.357
854,0.4,0.1,0.473,0.309
855,0.467,0.233,0.503,0.27
856,0.4,0.233,0.503,0.27
857,0.467,0.367,0.473,0.309
858,0.533,0.367,0.534,0.231
859,0.6,0.367,0.503,0.27
860,0.467,0.233,0.534,0.231
861,0.4,0.5,0.467,0.357
862,0.467,0.233,0.503,0.27
863,0.533,0.1,0.503,0.27
864,0.467,0.5,0.467,0.365
865,0.4,0.5,0.503,0.27
866,0.533,0.1,0.473,0.309
867,0.6,0.367,0.467,0.357
868,0.6,0.367,0.467,0.357
869,0.533,0.367,0.503,0.27
870,0.467,0.5,0.467,0.365
871,0.6,0.5,0.473,0.309
872,0.4,0.367,0.473,0.309
873,0.6,0.5,0.503,0.27
874,0.467,0.1,0.473,0.309
875,0.467,0.1,0.473,0.309
876,0.6,0.5,0.467,0.365
877,0.4,0.1,0.467,0.365
878,0.4,0.367,0.467,0.365
879,0.6,0.5,0.534,0.231
880,0.533,0.1,0.473,0.309
881,0.533,0.5,0.473,0.309
882,0.6,0.1,0.503,0.27
883,0.533,0.5,0.534,0.231
884,0.4,0.233,0.473,0.309
885,0.533,0.367,0.473,0.309
886,0.6,0.1,0.534,0.231
887,0.533,0.367,0.473,0.309
888,0.6,0.1,0.503,0.27
889,0.4,0.233,0.473,0.309
890,0.467,0.1,0.503,0.27
891,0.4,0.367,0.467,0.365
892,0.467,0.233,0.534,0.231
893,0.467,0.5,0.503,0.27
894,0.467,0.5,0.473,0.309
895,0.6,0.5,0.473,0.309
896,0.467,0.1,0.503,0.27
897,0.533,0.1,0.467,0.357
898,0.4,0.5,0.467,0.365
899,0.4,0.367,0.467,0.357
900,0.6,0.5,0.473,0.309
901,0.533,0.1,0.473,0.309
902,0.467,0.367,0.473,0.309
903,0.4,0.233,0.503,0.27
904,0.533,0.1,0.534,0.231
905,0.6,0.233,0.467,0.357
906,0.533,0.367,0.503,0.27
907,0.4,0.233,0.467,0.357
908,0.4,0.367,0.467,0.357
909,0.6,0.5,0.534,0.231
910,0.4,0.233,0.503,0.27
911,0.533,0.367,0.534,0.231
912,0.467,0.1,0.473,0.309
913,0.533,0.1,0.534,0.231
914,0.533,0.1,0.473,0.309
915,0.6,0.5,0.503,0.27
916,0.4,0.367,0.467,0.365
917,0.467,0.233,0.467,0.357
918,0.533,0.5,0.503,0.27
919,0.6,0.5,0.473,0.309
920,0.4,0.1,0.503,0.27
921,0.533,0.5,0.534,0.231
922,0.4,0.367,0.473,0.309
923,0.467,0.1,0.473,0.309
924,0.6,0.367,0.473,0.309
925,0.533,0.233,0.467,0.357
926,0.4,0.233,0.473,0.309
927,0.533,0.1,0.534,0.231
928,0.467,0.1,0.503,0.27
929,0.533,0.1,0.473,0.309
930,0.467,0.5,0.467,0.365
931,0.467,0.1,0.467,0.365
932,0.467,0.367,0.534,0.231
933,0.6,0.5,0.473,0.309
934,0.6,0.5,0.473,0.309
935,0.6,0.367,0.503,0.27
936,0.533,0.233,0.467,0.357
937,0.6,0.233,0.534,0.231
938,0.533,0.1,0.473,0.309
939,0.533,0.233,0.473,0.309
940,0.6,0.5,0.503,0.27
941,0.467,0.233,0.467,0.357
942,0.4,0.233,0.473,0.309
943,0.467,0.367,0.503,0.27
944,0.4,0.233,0.467,0.357
945,0.6,0.5,0.534,0.231
946,0.467,0.1,0.467,0.365
947,0.533,0.233,0.473,0.309
948,0.4,0.233,0.473,0.309
949,0.467,0.5,0.467,0.365
950,0.533,0.5,0.503,0.27
951,0.467,0.367,0.534,0.231
952,0.4,0.5,0.473,0.309
953,0.533,0.5,0.473,0.309
954,0.6,0.1,0.503,0.27
955,0.533,0.367,0.467,0.357
956,0.467,0.5,0.467,0.357
957,0.4,0.5,0.473,0.309
958,0.6,0.1,0.503,0.27
959,0.4,0.233,0.473,0.309
960,0.6,0.5,0.467,0.365
961,0.4,0.1,0.467,0.357
962,0.533,0.367,0.534,0.231
963,0.6,0.1,0.503,0.27
964,0.533,0.5,0.473,0.309
965,0.533,0.1,0.467,0.357
966,0.4,0.1,0.534,0.231
967,0.6,0.1,0.534,0.231
968,0.4,0.367,0.467,0.365
969,0.467,0.1,0.473,0.309
970,0.4,0.367,0.467,0.365
971,0.6,0.5,0.534,0.231
972,0.4,0.1,0.503,0.27
973,0.6,0.5,0.467,0.365
974,0.467,0.233,0.473,0.309
975,0.4,0.367,0.467,0.365
976,0.533,0.367,0.473,0.309
977,0.467,0.367,0.503,0.27
978,0.533,0.5,0.503,0.27
979,0.6,0.233,0.503,0.27
980,0.533,0.233,0.503,0.27
981,0.4,0.233,0.467,0.365
982,0.467,0.233,0.473,0.309
983,0.533,0.367,0.473,0.309
984,0.6,0.233,0.503,0.27
985,0.467,0.5,0.467,0.365
986,0.533,0.5,0.503,0.27
987,0.6,0.5,0.534,0.231
988,0.6,0.1,0.473,0.309
989,0.6,0.1,0.534,0.231
990,0.6,0.367,0.467,0.357
991,0.6,0.233,0.473,0.309
992,0.4,0.5,0.467,0.357
993,0.4,0.5,0.503,0.27
994,0.467,0.1,0.503,0.27
995,0.467,0.233,0.473,0.309
996,0.467,0.5,0.467,0.357
997,0.4,0.5,0.473,0.309
998,0.533,0.233,0.467,0.357
999,0.6,0.5,0.473,0.309
1000,0.533,0.367,0.467,0.357
1001,0.533,0.233,0.534,0.231
1002,0.533,0.5,0.473,0.309
1003,0.4,0.5,0.473,0.309
1004,0.6,0.1,0.467,0.357
1005,0.467,0.233,0.467,0.365
1006,0.6,0.5,0.467,0.365
1007,0.533,0.1,0.473,0.309
1008,0.533,0.367,0.534,0.231
1009,0.467,0.5,0.473,0.309
1010,0.467,0.5,0.503,0.27
1011,0.533,0.367,0.467,0.357
1012,0.4,0.233,0.503,0.27
1013,0.6,0.5,0.467,0.365
1014,0.533,0.367,0.473,0.309
1015,0.4,0.233,0.467,0.365
1016,0.6,0.233,0.473,0.309
1017,0.4,0.367,0.467,0.365
1018,0.4,0.367,0.467,0.365
1019,0.6,0.5,0.503,0.27
1020,0.467,0.5,0.503,0.27
1021,0.533,0.5,0.467,0.365
1022,0.4,0.1,0.503,0.27
1023,0.467,0.233,0.534,0.231
1024,0.533,0.1,0.534,0.231
1025,0.533,0.5,0.467,0.365
1026,0.4,0.233,0.473,0.309
1027,0.6,0.1,0.473,0.309
1028,0.533,0.233,0.473,0.309
1029,0.4,0.5,0.473,0.309
1030,0.4,0.5,0.473,0.309
1031,0.533,0.1,0.503,0.27
1032,0.467,0.5,0.503,0.27
1033,0.467,0.367,0.503,0.27
1034,0.4,0.233,0.473,0.309
1035,0.467,0.367,0.473,0.309
1036,0.4,0.233,0.467,0.365
1037,0.467,0.1,0.473,0.309
1038,0.4,0.233,0.503,0.27
1039,0.4,0.233,0.467,0.357
1040,0.467,0.5,0.467,0.357
1041,0.4,0.233,0.503,0.27
1042,0.467,0.5,0.503,0.27
1043,0.6,0.367,0.473,0.309
1044,0.467,0.5,0.473,0.309
1045,0.6,0.1,0.467,0.357
1046,0.467,0.5,0.473,0.309
1047,0.467,0.367,0.473,0.309
1048,0.467,0.1,0.473,0.309
1049,0.467,0.5,0.467,0.365
1050,0.467,0.5,0.467,0.365
1051,0.467,0.367,0.473,0.309
1052,0.6,0.367,0.473,0.309
1053,0.6,0.233,0.503,0.27
1054,0.4,0.5,0.473,0.309
1055,0.533,0.1,0.467,0.357
1056,0.467,0.367,0.473,0.309
1057,0.467,0.233,0.467,0.357
1058,0.467,0.1,0.473,0.309
1059,0.467,0.1,0.473,0.309
1060,0.467,0.1,0.473,0.309
1061,0.6,0.367,0.534,0.231
1062,0.467,0.1,0.473,0.309
1063,0.467,0.233,0.503,0.27
1064,0.467,0.367,0.467,0.357
1065,0.6,0.233,0.503,0.27
1066,0.533,0.233,0.503,0.27
1067,0.6,0.233,0.534,0.231
1068,0.533,0.367,0.534,0.231
1069,0.467,0.5,0.473,0.309
1070,0.467,0.367,0.473,0.309
1071,0.4,0.367,0.467,0.365
1072,0.6,0.233,0.467,0.357
1073,0.467,0.1,0.473,0.309
1074,0.4,0.367,0.503,0.27
1075,0.4,0.5,0.473,0.309
1076,0.6,0.1,0.473,0.309
1077,0.467,0.1,0.473,0.309
1078,0.533,0.1,0.473,0.309
1079,0.4,0.1,0.534,0.231
1080,0.533,0.367,0.473,0.309
1081,0.6,0.367,0.473,0.309
1082,0.6,0.5,0.503,0.27
1083,0.6,0.1,0.467,0.365
1084,0.6,0.233,0.473,0.309
1085,0.4,0.233,0.473,0.309
1086,0.467,0.1,0.473,0.309
1087,0.533,0.367,0.473,0.309
1088,0.6,0.367,0.467,0.365
1089,0.467,0.5,0.473,0.309
1090,0.4,0.1,0.467,0.365
1091,0.533,0.1,0.473,0.309
1092,0.467,0.5,0.473,0.309
1093,0.6,0.367,0.503,0.27
1094,0.4,0.5,0.473,0.309
1095,0.533,0.1,0.467,0.365
1096,0.533,0.233,0.473,0.309
1097,0.533,0.5,0.467,0.365
1098,0.6,0.233,0.534,0.231
1099,0.467,0.1,0.503,0.27
1100,0.467,0.5,0.467,0.365
1101,0.467,0.367,0.503,0.27
1102,0.4,0.367,0.473,0.309
1103,0.4,0.5,0.473,0.309
1104,0.533,0.5,0.503,0.27
1105,0.4,0.233,0.467,0.357
1106,0.533,0.233,0.473,0.309
1107,0.533,0.5,0.467,0.365
1108,0.533,0.1,0.503,0.27
1109,0.467,0.367,0.56,0.2
1110,0.4,0.5,0.473,0.309
1111,0.6,0.1,0.473,0.309
1112,0.6,0.5,0.503,0.27
1113,0.533,0.367,0.503,0.27
1114,0.6,0.367,0.473,0.309
1115,0.4,0.1,0.467,0.365
1116,0.467,0.1,0.467,0.357
1117,0.533,0.233,0.473,0.309
1118,0.6,0.1,0.473,0.309
1119,0.533,0.5,0.503,0.27
1120,0.6,0.233,0.473,0.309
1121,0.6,0.1,0.503,0.27
1122,0.533,0.5,0.503,0.27
1123,0.467,0.233,0.467,0.357
1124,0.6,0.367,0.534,0.231
1125,0.4,0.367,0.503,0.27
1126,0.467,0.5,0.467,0.365
1127,0.4,0.233,0.473,0.309
1128,0.6,0.367,0.467,0.357
1129,0.533,0.1,0.503,0.27
1130,0.533,0.1,0.503,0.27
1131,0.6,0.367,0.473,0.309
1132,0.6,0.233,0.534,0.231
1133,0.467,0.233,0.473,0.309
1134,0.6,0.367,0.534,0.231
1135,0.6,0.367,0.467,0.365
1136,0.467,0.1,0.467,0.357
1137,0.533,0.233,0.534,0.231
1138,0.467,0.233,0.473,0.309
1139,0.6,0.5,0.534,0.231
1140,0.6,0.1,0.473,0.309
1141,0.467,0.5,0.473,0.309
1142,0.6,0.233,0.473,0.309
1143,0.6,0.367,0.473,0.309
1144,0.533,0.367,0.473,0.309
1145,0.4,0.1,0.473,0.309
1146,0.6,0.1,0.503,0.27
1147,0.4,0.5,0.467,0.357
1148,0.6,0.233,0.534,0.231
1149,0.4,0.5,0.467,0.365
1150,0.4,0.233,0.467,0.357
1151,0.4,0.1,0.534,0.231
1152,0.533,0.233,0.473,0.309
1153,0.6,0.233,0.534,0.231
1154,0.533,0.1,0.534,0.231
1155,0.533,0.367,0.534,0.231
1156,0.467,0.5,0.467,0.365
1157,0.4,0.5,0.473,0.309
1158,0.4,0.1,0.467,0.365
1159,0.4,0.5,0.503,0.27
1160,0.467,0.233,0.503,0.27
1161,0.467,0.1,0.503,0.27
1162,0.6,0.1,0.534,0.231
1163,0.533,0.233,0.467,0.357
1164,0.467,0.1,0.503,0.27
1165,0.533,0.367,0.467,0.365
1166,0.467,0.367,0.473,0.309
1167,0.6,0.367,0.503,0.27
1168,0.4,0.5,0.467,0.365
1169,0.533,0.233,0.473,0.309
1170,0.6,0.5,0.534,0.231
1171,0.6,0.5,0.467,0.365
1172,0.467,0.1,0.503,0.27
1173,0.4,0.367,0.473,0.309
1174,0.467,0.1,0.473,0.309
1175,0.467,0.367,0.534,0.231
1176,0.533,0.1,0.473,0.309
1177,0.533,0.5,0.534,0.231
1178,0.6,0.367,0.503,0.27
1179,0.533,0.233,0.473,0.309
1180,0.467,0.233,0.503,0.27
1181,0.533,0.233,0.473,0.309
1182,0.4,0.1,0.503,0.27
1183,0.6,0.1,0.467,0.357
1184,0.4,0.5,0.467,0.365
1185,0.467,0.233,0.534,0.231
1186,0.6,0.1,0.467,0.357
1187,0.4,0.367,0.503,0.27
1188,0.467,0.5,0.473,0.309
1189,0.4,0.367,0.467,0.365
1190,0.533,0.233,0.534,0.231
1191,0.4,0.233,0.473,0.309
1192,0.467,0.5,0.467,0.365
1193,0.6,0.5,0.473,0.309
1194,0.6,0.233,0.534,0.231
1195,0.467,0.233,0.473,0.309
1196,0.4,0.367,0.503,0.27
1197,0.533,0.5,0.503,0.27
1198,0.533,0.367,0.473,0.309
1199,0.533,0.1,0.473,0.309
1200,0.467,0.5,0.473,0.309
1201,0.467,0.367,0.473,0.309
1202,0.4,0.1,0.503,0.27
1203,0.467,0.233,0.473,0.309
1204,0.4,0.5,0.473,0.309
1205,0.533,0.367,0.473,0.309
1206,0.533,0.233,0.467,0.357
1207,0.6,0.233,0.503,0.27
1208,0.6,0.367,0.473,0.309
1209,0.467,0.367,0.473,0.309
1210,0.533,0.367,0.534,0.231
1211,0.467,0.233,0.534,0.231
1212,0.4,0.367,0.467,0.357
1213,0.467,0.367,0.467,0.357
1214,0.6,0.5,0.473,0.309
1215,0.4,0.1,0.473,0.309
1216,0.4,0.367,0.467,0.365
1217,0.467,0.367,0.473,0.309
1218,0.467,0.367,0.56,0.2
1219,0.6,0.233,0.473,0.309
1220,0.467,0.233,0.473,0.309
1221,0.4,0.233,0.503,0.27
1222,0.467,0.5,0.473,0.309
1223,0.4,0.5,0.503,0.27
1224,0.4,0.233,0.473,0.309
1225,0.6,0.5,0.503,0.27
1226,0.467,0.5,0.473,0.309
1227,0.4,0.1,0.503,0.27
1228,0.533,0.5,0.467,0.357
1229,0.6,0.1,0.473,0.309
1230,0.4,0.5,0.503,0.27
1231,0.467,0.1,0.503,0.27
1232,0.6,0.367,0.467,0.365
1233,0.4,0.5,0.473,0.309
1234,0.6,0.1,0.473,0.309
1235,0.467,0.5,0.473,0.309
1236,0.533,0.233,0.473,0.309
1237,0.467,0.5,0.503,0.27
1238,0.4,0.5,0.503,0.27
1239,0.533,0.1,0.473,0.309
1240,0.533,0.367,0.503,0.27
1241,0.533,0.5,0.473,0.309
1242,0.4,0.5,0.467,0.365
1243,0.467,0.233,0.503,0.27
1244,0.467,0.5,0.503,0.27
1245,0.467,0.367,0.503,0.27
1246,0.467,0.367,0.467,0.365
1247,0.467,0.1,0.503,0.27
1248,0.467,0.5,0.467,0.365
1249,0.467,0.5,0.467,0.365
1250,0.533,0.1,0.473,0.309
1251,0.6,0.5,0.473,0.309
1252,0.533,0.5,0.467,0.365
1253,0.4,0.367,0.467,0.365
1254,0.6,0.233,0.473,0.309
1255,0.467,0.5,0.534,0.231
1256,0.4,0.1,0.503,0.27
1257,0.467,0.233,0.473,0.309
1258,0.6,0.233,0.534,0.231
1259,0.533,0.367,0.534,0.231
1260,0.4,0.233,0.473,0.309
1261,0.6,0.233,0.503,0.27
1262,0.4,0.367,0.467,0.365
1263,0.6,0.367,0.473,0.309
1264,0.467,0.367,0.473,0.309
1265,0.533,0.367,0.473,0.309
1266,0.6,0.5,0.503,0.27
1267,0.533,0.5,0.534,0.231
1268,0.6,0.233,0.473,0.309
1269,0.533,0.5,0.503,0.27
1270,0.467,0.5,0.467,0.365
1271,0.533,0.5,0.503,0.27
1272,0.533,0.1,0.503,0.27
1273,0.467,0.1,0.534,0.231
1274,0.4,0.367,0.534,0.231
1275,0.533,0.1,0.534,0.231
1276,0.467,0.233,0.473,0.309
1277,0.6,0.5,0.503,0.27
1278,0.4,0.5,0.467,0.365
1279,0.6,0.5,0.503,0.27
1280,0.6,0.1,0.473,0.309
1281,0.467,0.233,0.467,0.365
1282,0.6,0.233,0.473,0.309
1283,0.6,0.233,0.473,0.309
1284,0.6,0.367,0.503,0.27
1285,0.6,0.233,0.467,0.357
1286,0.467,0.5,0.534,0.231
1287,0.467,0.367,0.473,0.309
1288,0.533,0.5,0.473,0.309
1289,0.4,0.1,0.503,0.27
1290,0.4,0.5,0.503,0.27
1291,0.6,0.367,0.473,0.309
1292,0.6,0.367,0.473,0.309
1293,0.533,0.5,0.467,0.357
1294,0.6,0.367,0.473,0.309
1295,0.467,0.1,0.467,0.365
1296,0.4,0.367,0.467,0.365
1297,0.6,0.367,0.473,0.309
1298,0.533,0.367,0.503,0.27
1299,0.467,0.233,0.473,0.309
1300,0.4,0.5,0.473,0.309
1301,0.4,0.367,0.503,0.27
1302,0.4,0.5,0.467,0.365
1303,0.6,0.233,0.503,0.27
1304,0.467,0.1,0.534,0.231
1305,0.467,0.367,0.473,0.309
1306,0.4,0.233,0.467,0.365
1307,0.533,0.367,0.473,0.309
1308,0.4,0.367,0.503,0.27
1309,0.6,0.233,0.473,0.309
1310,0.6,0.233,0.473,0.309
1311,0.6,0.233,0.534,0.231
1312,0.467,0.1,0.534,0.231
1313,0.533,0.1,0.473,0.309
1314,0.4,0.1,0.534,0.231
1315,0.467,0.367,0.467,0.357
1316,0.467,0.5,0.473,0.309
1317,0.533,0.233,0.473,0.309
1318,0.4,0.233,0.473,0.309
1319,0.467,0.367,0.467,0.365
1320,0.4,0.367,0.473,0.309
1321,0.4,0.1,0.467,0.365
1322,0.4,0.367,0.473,0.309
1323,0.6,0.367,0.473,0.309
1324,0.533,0.5,0.473,0.309
1325,0.6,0.367,0.467,0.365
1326,0.4,0.367,0.473,0.309
1327,0.533,0.5,0.473,0.309
1328,0.4,0.233,0.503,0.27
1329,0.4,0.5,0.467,0.357
1330,0.467,0.1,0.467,0.357
1331,0.4,0.367,0.473,0.309
1332,0.533,0.1,0.534,0.231
1333,0.4,0.233,0.534,0.231
1334,0.6,0.5,0.473,0.309
1335,0.6,0.1,0.473,0.309
1336,0.467,0.233,0.473,0.309
1337,0.6,0.1,0.503,0.27
1338,0.4,0.367,0.473,0.309
1339,0.533,0.367,0.473,0.309
1340,0.467,0.5,0.467,0.365
1341,0.4,0.5,0.503,0.27
1342,0.6,0.367,0.534,0.231
1343,0.4,0.367,0.467,0.365
1344,0.6,0.367,0.467,0.365
1345,0.6,0.1,0.467,0.357
1346,0.467,0.367,0.467,0.357
1347,0.467,0.367,0.503,0.27
1348,0.6,0.233,0.534,0.231
1349,0.533,0.367,0.503,0.27
1350,0.533,0.1,0.473,0.309
1351,0.4,0.233,0.473,0.309
1352,0.533,0.367,0.473,0.309
1353,0.533,0.1,0.534,0.231
1354,0.6,0.367,0.473,0.309
1355,0.467,0.233,0.534,0.231
1356,0.6,0.5,0.473,0.309
1357,0.467,0.367,0.473,0.309
1358,0.533,0.367,0.503,0.27
1359,0.533,0.233,0.473,0.309
1360,0.533,0.367,0.467,0.357
1361,0.4,0.1,0.534,0.231
1362,0.6,0.1,0.534,0.231
1363,0.6,0.1,0.503,0.27
1364,0.6,0.5,0.473,0.309
1365,0.533,0.1,0.503,0.27
1366,0.4,0.1,0.503,0.27
1367,0.4,0.233,0.473,0.309
1368,0.6,0.5,0.503,0.27
1369,0.4,0.5,0.473,0.309
1370,0.533,0.5,0.473,0.309
1371,0.533,0.1,0.473,0.309
1372,0.4,0.367,0.503,0.27
1373,0.4,0.233,0.473,0.309
1374,0.6,0.5,0.534,0.231
1375,0.467,0.5,0.534,0.231
1376,0.533,0.1,0.473,0.309
1377,0.533,0.1,0.534,0.231
1378,0.4,0.367,0.503,0.27
1379,0.6,0.1,0.473,0.309
1380,0.4,0.233,0.473,0.309
1381,0.6,0.5,0.473,0.309
1382,0.4,0.367,0.473,0.309
1383,0.467,0.233,0.473,0.309
1384,0.6,0.5,0.56,0.2
1385,0.533,0.367,0.473,0.309
1386,0.533,0.367,0.467,0.365
1387,0.4,0.367,0.473,0.309
1388,0.467,0.367,0.473,0.309
1389,0.467,0.367,0.467,0.365
1390,0.467,0.5,0.503,0.27
1391,0.4,0.1,0.473,0.309
1392,0.4,0.1,0.503,0.27
1393,0.6,0.367,0.503,0.27
1394,0.533,0.1,0.503,0.27
1395,0.4,0.1,0.503,0.27
1396,0.4,0.1,0.534,0.231
1397,0.467,0.5,0.467,0.357
1398,0.6,0.5,0.467,0.365
1399,0.4,0.233,0.473,0.309
1400,0.533,0.367,0.473,0.309
1401,0.467,0.233,0.534,0.231
1402,0.467,0.233,0.534,0.231
1403,0.533,0.233,0.473,0.309
1404,0.6,0.1,0.503,0.27
1405,0.533,0.367,0.534,0.231
1406,0.6,0.5,0.473,0.309
1407,0.533,0.233,0.534,0.231
1408,0.533,0.5,0.503,0.27
1409,0.467,0.5,0.467,0.365
1410,0.4,0.5,0.467,0.357
1411,0.4,0.233,0.467,0.357
1412,0.467,0.367,0.534,0.231
1413,0.6,0.5,0.473,0.309
1414,0.467,0.233,0.473,0.309
1415,0.533,0.1,0.467,0.357
1416,0.533,0.1,0.473,0.309
1417,0.4,0.233,0.467,0.357
1418,0.6,0.233,0.473,0.309
1419,0.533,0.367,0.467,0.357
1420,0.467,0.1,0.473,0.309
1421,0.4,0.5,0.503,0.27
1422,0.4,0.1,0.473,0.309
1423,0.6,0.367,0.473,0.309
1424,0.533,0.367,0.534,0.231
1425,0.6,0.367,0.503,0.27
1426,0.533,0.233,0.503,0.27
1427,0.467,0.5,0.503,0.27
1428,0.6,0.1,0.534,0.231
1429,0.467,0.233,0.467,0.365
1430,0.4,0.5,0.467,0.357
1431,0.6,0.1,0.467,0.357
1432,0.6,0.367,0.473,0.309
1433,0.533,0.1,0.473,0.309
1434,0.467,0.233,0.473,0.309
1435,0.4,0.367,0.503,0.27
1436,0.467,0.5,0.467,0.365
1437,0.6,0.1,0.473,0.309
1438,0.6,0.233,0.473,0.309
1439,0.467,0.233,0.467,0.357
1440,0.533,0.367,0.467,0.357
1441,0.4,0.5,0.467,0.365
1442,0.6,0.233,0.467,0.365
1443,0.4,0.1,0.473,0.309
1444,0.467,0.367,0.467,0.365
1445,0.467,0.5,0.503,0.27
1446,0.533,0.367,0.503,0.27
1447,0.533,0.1,0.467,0.357
1448,0.533,0.5,0.473,0.309
1449,0.4,0.367,0.473,0.309
1450,0.6,0.367,0.467,0.357
1451,0.6,0.367,0.503,0.27
1452,0.6,0.5,0.503,0.27
1453,0.4,0.367,0.503,0.27
1454,0.533,0.5,0.467,0.365
1455,0.6,0.5,0.467,0.365
1456,0.467,0.5,0.467,0.365
1457,0.533,0.1,0.473,0.309
1458,0.6,0.1,0.503,0.27
1459,0.467,0.367,0.473,0.309
1460,0.533,0.367,0.467,0.365
1461,0.6,0.5,0.503,0.27
1462,0.6,0.367,0.534,0.231
1463,0.4,0.5,0.473,0.309
1464,0.533,0.367,0.503,0.27
1465,0.4,0.5,0.467,0.365
1466,0.533,0.233,0.503,0.27
1467,0.4,0.5,0.467,0.357
1468,0.533,0.1,0.473,0.309
1469,0.533,0.367,0.473,0.309
1470,0.4,0.367,0.473,0.309
1471,0.467,0.233,0.473,0.309
1472,0.467,0.367,0.503,0.27
1473,0.6,0.233,0.473,0.309
1474,0.6,0.233,0.467,0.357
1475,0.6,0.1,0.473,0.309
1476,0.467,0.1,0.473,0.309
1477,0.467,0.233,0.534,0.231
1478,0.6,0.5,0.503,0.27
1479,0.4,0.367,0.473,0.309
1480,0.533,0.233,0.473,0.309
1481,0.6,0.367,0.503,0.27
1482,0.467,0.5,0.467,0.365
1483,0.6,0.5,0.503,0.27
1484,0.467,0.233,0.473,0.309
1485,0.4,0.367,0.473,0.309
1486,0.4,0.233,0.534,0.231
1487,0.533,0.367,0.534,0.231
1488,0.6,0.233,0.473,0.309
1489,0.6,0.1,0.473,0.309
1490,0.467,0.1,0.467,0.357
1491,0.533,0.233,0.503,0.27
1492,0.467,0.367,0.467,0.357
1493,0.533,0.367,0.534,0.231
1494,0.467,0.233,0.467,0.357
1495,0.467,0.367,0.473,0.309
1496,0.533,0.1,0.473,0.309
1497,0.467,0.367,0.467,0.365
1498,0.467,0.367,0.467,0.357
1499,0.533,0.5,0.467,0.365
1500,0.6,0.1,0.467,0.357
1501,0.533,0.367,0.473,0.309
1502,0.6,0.5,0.473,0.309
1503,0.4,0.367,0.534,0.231
1504,0.6,0.5,0.473,0.309
1505,0.4,0.233,0.503,0.27
1506,0.6,0.367,0.467,0.357
1507,0.467,0.233,0.503,0.27
1508,0.6,0.367,0.473,0.309
1509,0.533,0.5,0.467,0.357
1510,0.533,0.5,0.503,0.27
1511,0.467,0.5,0.467,0.365
1512,0.4,0.233,0.534,0.231
1513,0.467,0.1,0.503,0.27
1514,0.4,0.5,0.503,0.27
1515,0.467,0.1,0.467,0.357
1516,0.467,0.367,0.503,0.27
1517,0.533,0.367,0.534,0.231
1518,0.467,0.233,0.503,0.27
1519,0.4,0.5,0.473,0.309
1520,0.467,0.367,0.503,0.27
